Sample_ID,Actinobacillus,Actinomyces,Aggregatibacter,Alkalibacterium,Atopobium,Bacillus,Bacteroides,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Chryseobacterium,Corynebacterium,Defluvibacter,Dialister,Fusobacterium,Gemella,Granulicatella,Haemophilus,Halomonas,Helicobacter,Herbaspirillum,Janthinobacterium,Kingella,Lautropia,Leptotrichia,Luteibacter,Marinilactibacillus,Microbacterium,Micrococcus,Mogibacterium,Moryella,Neisseria,Nesterenkonia,Ochrobactrum,Oribacterium,Other,Paracoccus,Parvimonas,Pedobacter,Peptostreptococcus,Porphyromonas,Prevotella,Propionibacterium,Pseudomonas,Psychrobacter,Rothia,Selenomonas,Shewanella,Sphingomonas,Staphylococcus,Stenotrophomonas,Streptococcus,TG5,Tannerella,Thiobacillus,Treponema,Unclassified,Veillonella,[Prevotella]
P008Z08,-0.8818086549408317,5.375219511950099,-0.8818086549408317,3.4973071257368114,2.81661845334785,-0.8818086549408317,3.7078219796180383,1.9526099876684802,1.517250850597554,1.734338059094961,-0.37047060177107305,-0.8818086549408317,0.4184058237895947,-0.8818086549408317,2.5955310353434866,3.5853653351986026,1.9910791094650007,4.371738654258994,1.517250850597554,0.5855136220617219,8.916616928818758,-0.37047060177107305,0.4184058237895947,-0.03377883290653827,-0.03377883290653827,3.979274410235859,-0.8818086549408317,-0.8818086549408317,0.8538471161031165,-0.37047060177107305,1.7819704638832254,1.0651992357719209,3.2835299339268946,-0.03377883290653827,-0.03377883290653827,2.574696115138577,2.3646151976467387,-0.8818086549408317,1.912601580161156,3.0112661067362714,-0.03377883290653827,-0.8818086549408317,6.250103030543741,0.9650965289676119,1.631673780671985,-0.8818086549408317,2.4867236258485113,1.8274368065603408,-0.8818086549408317,-0.03377883290653827,-0.37047060177107305,1.631673780671985,5.105082841803737,-0.8818086549408317,3.2303248108101448,0.7286538538487068,2.283485439021101,4.995334957434144,5.22202765816502,4.7696146844488965
P008Z17,0.3913892091089153,4.906826847900737,-0.8597551594647506,3.289053709353295,3.719561622067017,0.11965796194906098,3.1633702803088006,3.069848195073636,2.4277075304287923,-0.25464907085566857,-0.8597551594647506,-0.8597551594647506,0.11965796194906098,0.11965796194906098,-0.8597551594647506,2.363588602551281,0.6048386931379515,4.1043289156993605,0.11965796194906098,0.7806449333051386,8.828540654707494,-0.8597551594647506,-0.8597551594647506,-0.8597551594647506,1.2783111760280095,2.4879617766259248,-0.8597551594647506,-0.8597551594647506,2.6244027237139322,-0.25464907085566857,2.009786136510667,0.9301156882992085,2.4879617766259248,-0.8597551594647506,0.3913892091089153,2.363588602551281,1.8572277196257874,-0.8597551594647506,0.9301156882992085,2.3961618830912093,1.6771310802171815,-0.8597551594647506,6.180557554275209,1.3718134024570574,1.60909023145207,0.7806449333051386,4.385890880389629,1.60909023145207,0.7806449333051386,-0.8597551594647506,-0.8597551594647506,2.4277075304287923,7.151046114253319,-0.8597551594647506,1.1751559513866576,-0.8597551594647506,1.457315650694202,4.904220662159786,4.591169862254581,4.724610814832907
P021Z12,-0.5092407827116556,1.2555077736480378,-0.5092407827116556,3.287616760813637,1.2555077736480378,0.4513989920412502,2.838107564017661,-0.5092407827116556,0.08225231196939653,-0.5092407827116556,-0.5092407827116556,-0.5092407827116556,0.9321892365637705,1.1068588439029003,-0.5092407827116556,0.08225231196939653,-0.5092407827116556,1.60220263936076,0.4513989920412502,-0.5092407827116556,9.484856032590404,-0.5092407827116556,0.4513989920412502,-0.5092407827116556,-0.5092407827116556,0.08225231196939653,-0.5092407827116556,0.08225231196939653,0.4513989920412502,0.9321892365637705,1.384892897992831,-0.5092407827116556,-0.5092407827116556,0.9321892365637705,1.2555077736480378,-0.5092407827116556,2.616662663433483,0.7204149314778387,-0.5092407827116556,2.4217954618632307,-0.5092407827116556,-0.5092407827116556,3.5278487622975288,1.6953829672746759,1.384892897992831,0.7204149314778387,0.4513989920412502,0.4513989920412502,-0.5092407827116556,0.7204149314778387,1.384892897992831,2.651461318209585,3.484198894652076,-0.5092407827116556,-0.5092407827116556,1.384892897992831,1.499439130672327,4.098148201805914,3.131169328713013,1.1068588439029003
P022Z12,-0.2799197534757649,2.2494754115100823,-0.2799197534757649,1.5251183100771861,-0.2799197534757649,-0.2799197534757649,2.1730009553861436,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,0.5894931324526329,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,1.1629572781346074,-0.2799197534757649,1.4461211658423139,-0.2799197534757649,-0.2799197534757649,9.729927497649632,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,0.9167816158715976,0.09977385420208762,0.5894931324526329,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,2.132452560922581,-0.2799197534757649,-0.2799197534757649,1.047425702591882,-0.2799197534757649,0.09977385420208762,0.09977385420208762,0.5894931324526329,1.3603440469706118,-0.2799197534757649,0.3743167561688452,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,1.047425702591882,1.5251183100771861,3.0108245755587966,-0.2799197534757649,-0.2799197534757649,-0.2799197534757649,0.09977385420208762,3.380318511568894,-0.2799197534757649,-0.2799197534757649
P022Z13,-0.3534022786134692,1.7285412960704303,-0.3534022786134692,3.696612374576044,-0.3534022786134692,-0.3534022786134692,4.362010484579525,0.3745586888166006,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,0.31538561405083065,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,2.2834546955428383,-0.3534022786134692,0.43042506740057895,9.644774425782424,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,1.6021995137166236,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,-0.3534022786134692,0.31538561405083065,0.7125972897216766,0.2524896364749978,-0.3534022786134692,-0.3534022786134692,3.4721228375972464,-0.3534022786134692,0.5335852846780398,2.7403693551788324,-0.3534022786134692,1.5142764174837282,-0.3534022786134692,0.9324202997714259,-0.3534022786134692,1.892384536493113,-0.3534022786134692,-0.3534022786134692,2.5377845044615563,2.724056179677901,-0.3534022786134692,0.5335852846780398,1.0265202710696375,-0.3534022786134692,3.7392234219514435,1.8406964556787644,2.4552092253980415
P022Z17,-0.1479257148841171,1.485341198220178,-0.46910260790221336,2.91210322733333,1.8792907088231647,-0.46910260790221336,3.1715694735343734,0.924662677187694,-0.46910260790221336,-0.46910260790221336,-0.46910260790221336,0.2899485758309801,-0.46910260790221336,-0.1479257148841171,0.924662677187694,3.6576875489756757,0.4531693216534016,1.7643990284794286,0.2899485758309801,0.5934496814468488,9.511378504275829,-0.46910260790221336,-0.46910260790221336,-0.46910260790221336,0.09478911145199476,1.9148307136501774,-0.46910260790221336,0.2899485758309801,0.716450603367095,0.924662677187694,-0.46910260790221336,0.2899485758309801,0.2899485758309801,-0.46910260790221336,0.2899485758309801,-0.1479257148841171,1.0969045987714114,-0.46910260790221336,1.6345728508195663,2.075740816579424,-0.46910260790221336,0.716450603367095,5.091827546557419,1.5375989602267968,-0.46910260790221336,-0.46910260790221336,0.2899485758309801,0.09478911145199476,-0.1479257148841171,-0.46910260790221336,0.4531693216534016,1.9823321059556296,4.14591745761089,-0.46910260790221336,-0.46910260790221336,-0.46910260790221336,1.9491508564492683,3.1715694735331983,3.974517332268089,3.881270665795797
P029Z13,-0.698422854153991,3.30633048580417,-0.698422854153991,2.355430168820866,2.631247937828806,-0.698422854153991,2.631247937828806,2.083351330456871,0.7754572049375899,0.7754572049375899,-0.698422854153991,-0.698422854153991,0.28853940559554303,-0.698422854153991,1.1015056271599253,3.064561486119991,0.28853940559554303,3.9747191196667417,1.849576055796427,-0.698422854153991,9.226837030583953,-0.698422854153991,-0.698422854153991,-0.698422854153991,0.7754572049375899,1.849576055796427,-0.698422854153991,-0.698422854153991,1.1015056271599253,0.7754572049375899,-0.698422854153991,0.7754572049375899,2.847204748194118,-0.698422854153991,-0.698422854153991,1.849576055796427,2.2726984211808565,-0.698422854153991,2.083351330456871,1.7083807697497946,1.7083807697497946,2.5690935650365336,5.868609873036459,2.2726984211808565,0.7754572049375899,-0.698422854153991,1.3469817503127128,1.3469817503127128,-0.698422854153991,-0.698422854153991,1.5439193346780042,1.7083807697497946,4.760936903396214,0.28853940559554303,1.849576055796427,-0.698422854153991,0.7754572049375899,4.294911841879462,4.5459873829992254,4.107081971273219
P033Z12,0.8417062834257134,0.8417062834257134,-0.415110542845488,3.3241185549309096,-0.415110542845488,0.5692667335333326,3.5701362195879867,0.8417062834257134,0.19360688912734325,1.231692933596639,-0.415110542845488,0.19360688912734325,-0.415110542845488,-0.415110542845488,-0.415110542845488,1.7299609437569847,-0.415110542845488,2.12908761056298,1.0555915393105302,0.19360688912734325,9.580462232178016,-0.415110542845488,-0.415110542845488,-0.415110542845488,-0.415110542845488,-0.415110542845488,-0.415110542845488,-0.415110542845488,1.0555915393105302,-0.415110542845488,-0.415110542845488,-0.415110542845488,3.5384846096712543,0.5692667335333326,0.19360688912734325,-0.415110542845488,2.711206178349273,-0.415110542845488,-0.415110542845488,3.1265122519477524,-0.415110542845488,1.823546438303743,1.231692933596639,-0.415110542845488,2.3092873940763834,-0.415110542845488,1.0555915393105302,0.5692667335333326,0.8417062834257134,-0.415110542845488,-0.415110542845488,1.7299609437569847,3.02436504392516,-0.415110542845488,-0.415110542845488,0.8417062834257134,-0.415110542845488,4.146130586853425,3.4890456227302336,-0.415110542845488
P045Z10A,-0.6687376490040879,2.817058078667607,-0.6687376490040879,4.092202494120142,3.0882931995887066,0.5131734910851105,4.414032272584848,1.5801564279836144,-0.6687376490040879,-0.6687376490040879,-0.6687376490040879,0.08752509895518479,-0.6687376490040879,-0.6687376490040879,2.234718841740131,2.5950798709577647,-0.6687376490040879,2.9314320460408707,0.5962854783086744,-0.6687376490040879,9.25136581331642,-0.054782554242720494,-0.054782554242720494,-0.6687376490040879,-0.6687376490040879,-0.6687376490040879,-0.41986790090460246,-0.6687376490040879,1.5498867507322034,1.4187184537428736,0.5962854783086744,1.7697125584900455,-0.6687376490040879,1.039857475688832,-0.054782554242720494,1.6095367077381262,1.137310804458945,-0.6687376490040879,0.9318713028252752,3.343210202398554,0.2120812597139743,-0.6687376490040879,4.32615034804582,0.08752509895518479,2.137142163948811,-0.6687376490040879,2.516422003327084,-0.6687376490040879,1.0897708145111586,-0.2207560284978829,-0.6687376490040879,1.9498161551901472,5.884890739307563,-0.6687376490040879,1.3076530986635948,0.5131734910851105,1.638078366959573,4.529760776177534,4.89132327924425,4.055256017175626
P047Z15,-0.46783614321532596,2.585945290179981,-0.46783614321532596,2.080093510998961,2.41301552768211,-0.46783614321532596,2.3138675602141854,1.577503044226722,1.3320296246877898,-0.46783614321532596,-0.46783614321532596,1.577503044226722,1.0059859904630475,-0.46783614321532596,1.0059859904630475,-0.46783614321532596,-0.46783614321532596,2.080093510998961,-0.46783614321532596,-0.46783614321532596,9.51711751543332,-0.46783614321532596,1.9388991164302691,-0.46783614321532596,-0.46783614321532596,1.7744388915553486,0.519078985984363,-0.46783614321532596,1.577503044226722,-0.46783614321532596,-0.46783614321532596,-0.46783614321532596,-0.46783614321532596,-0.46783614321532596,-0.46783614321532596,1.577503044226722,2.7996080044662772,-0.46783614321532596,-0.46783614321532596,2.3138675602141854,-0.46783614321532596,1.7744388915553486,4.8615888681699095,1.0059859904630475,-0.46783614321532596,-0.46783614321532596,0.519078985984363,-0.46783614321532596,-0.46783614321532596,-0.46783614321532596,0.519078985984363,2.3138675602141854,3.8724896203568964,-0.46783614321532596,-0.46783614321532596,-0.46783614321532596,-0.46783614321532596,4.378088696659884,2.975558695298133,3.2137099509827642
P052Z10,-0.7319739042499496,2.8276083361269446,-0.7319739042499496,1.9911977899750477,1.523218447013516,1.3616507067799963,2.5493651462036997,3.2504259263701796,-0.7319739042499496,2.6014526246304426,-0.7319739042499496,-0.7319739042499496,0.1529725283741321,-0.7319739042499496,0.1529725283741321,4.70645139233122,2.3745310690170136,3.56620341299936,3.0450454953559456,0.1529725283741321,9.118141224124383,-0.7319739042499496,-0.7319739042499496,-0.7319739042499496,-0.7319739042499496,2.6981330930232668,0.1529725283741321,-0.7319739042499496,1.523218447013516,-0.7319739042499496,0.6149841300952943,1.7843374818581603,4.96160252285213,-0.7319739042499496,0.1529725283741321,2.238292336313716,1.5232184470144556,-0.7319739042499496,2.8672916542871656,2.4944147578396674,1.7843374818581603,3.1382725234289763,3.8791765854532505,0.1529725283741321,-0.7319739042499496,-0.7319739042499496,2.977686347060277,-0.7319739042499496,-0.7319739042499496,-0.7319739042499496,1.3616507067799963,1.523218447013516,6.704668514255108,-0.7319739042499496,2.0805204301101057,-0.7319739042499496,1.168851966578556,5.214297215208711,2.977686347060277,3.726681264002215
P058Z14,3.183739354676047,2.692234573113879,-0.0942434422242755,2.2899843668967916,-0.688012746497705,-0.688012746497705,2.771781761848506,1.4279064770433507,0.5452478769307518,1.684994680486306,-0.0942434422242755,0.7573059241345241,-0.688012746497705,-0.688012746497705,0.7573059241345241,3.777261941304759,-0.688012746497705,4.4832267701281205,3.6265764164215195,0.27577285614320957,9.097511279151597,-0.688012746497705,-0.688012746497705,0.27577285614320957,0.5452478769307518,2.005506893856057,-0.0942434422242755,-0.688012746497705,1.6064203397736616,-0.688012746497705,-0.688012746497705,0.5452478769307518,5.548344801754825,-0.688012746497705,-0.688012746497705,-0.0942434422242755,2.005506893854238,-0.688012746497705,0.5452478769307518,1.757842334021972,1.4279064770433507,4.009256448538525,4.274063615967726,0.932168279464376,-0.688012746497705,-0.688012746497705,3.6585848337828306,-0.0942434422242755,-0.688012746497705,-0.688012746497705,1.5211415303594524,2.1095868018197006,6.2172138013242755,-0.688012746497705,-0.0942434422242755,-0.0942434422242755,1.6064203397736616,6.900873458239907,4.334610347304333,3.53584555934506
P060Z15,-0.847988685208156,5.237560441994833,3.4352292196066756,2.5486720258585427,0.7858409760656677,-0.847988685208156,2.452107096246496,2.4000866475055336,3.017624397667092,2.2871479723607946,-0.847988685208156,-0.847988685208156,0.7858409760656677,0.016792350649421195,0.7858409760656677,4.01048334420889,-0.847988685208156,4.4518299775898535,4.288173159410422,0.7858409760656677,8.925706640677285,-0.847988685208156,1.0234971965933521,1.514882404008155,1.6365753070365194,5.121623971171919,-0.847988685208156,-0.847988685208156,0.4734930381317888,-0.847988685208156,1.514882404008155,2.4000866475055336,3.7289263277972156,0.016792350649421195,-0.847988685208156,2.452107096246496,1.0234971965912827,0.016792350649421195,1.514882404008155,1.932031549753252,-0.847988685208156,2.678009021880979,5.530912854955334,-0.847988685208156,0.016792350649421195,-0.847988685208156,5.085871091658431,1.8429059312684952,0.016792350649421195,1.2153781616484611,0.4734930381317888,2.0138597462376255,6.016485668986093,0.7858409760656677,-0.847988685208156,-0.847988685208156,-0.847988685208156,4.633319104818789,5.779514013971498,2.9272764516291714
P061Z10,-0.5705932479469258,2.6413591603265454,-0.5705932479469258,4.133174183951478,-0.5705932479469258,0.07987750286464212,4.163167691736586,0.8293104049695774,-0.5705932479469258,-0.5705932479469258,-0.5705932479469258,1.834627006155614,-0.5705932479469258,-0.5705932479469258,-0.5705932479469258,2.120422131317399,1.8066715537689992,3.903973637490524,2.120422131317399,0.6659960354248753,9.396774423136248,-0.3040217479371137,1.4329251443934226,-0.5705932479469258,-0.5705932479469258,-0.5705932479469258,-0.3040217479371137,0.6659960354248753,1.202271305775204,1.1489922093393847,-0.5705932479469258,-0.5705932479469258,0.9696598748932352,-0.5705932479469258,0.22778010946447935,1.2528547563418204,2.0994892720043685,0.7509834696148356,1.3010022463940967,3.9969794216358894,-0.3040217479371137,0.07987750286464212,2.237575392477021,0.5731091921788831,1.4732962963944258,1.3908553457616275,2.056261284590934,-0.5705932479469258,-0.3040217479371137,-0.5705932479469258,2.2558328945324746,2.90955503246324,4.866638810838779,-0.5705932479469258,-0.5705932479469258,-0.5705932479469258,0.35659969407179304,4.667229722563529,2.2737630282050985,1.2528547563418204
