Actinobacillus,Actinomyces,Aggregatibacter,Alkalibacterium,Atopobium,Bacillus,Bacteroides,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Chryseobacterium,Corynebacterium,Defluvibacter,Dialister,Fusobacterium,Gemella,Granulicatella,Haemophilus,Halomonas,Helicobacter,Herbaspirillum,Janthinobacterium,Kingella,Lautropia,Leptotrichia,Luteibacter,Marinilactibacillus,Microbacterium,Micrococcus,Mogibacterium,Moryella,Neisseria,Nesterenkonia,Ochrobactrum,Oribacterium,Other,Paracoccus,Parvimonas,Pedobacter,Peptostreptococcus,Porphyromonas,Prevotella,Propionibacterium,Pseudomonas,Psychrobacter,Rothia,Selenomonas,Shewanella,Sphingomonas,Staphylococcus,Stenotrophomonas,Streptococcus,TG5,Tannerella,Thiobacillus,Treponema,Unclassified,Veillonella,[Prevotella],Helicobacter_Pylori
-0.47343507,0.6225572,-0.9547749,2.6573305,-0.53758955,0.20968544,3.8296423,-0.5669296,-1.0971779,-1.1355617,-1.20776,1.217946,-0.76875556,0.2784857,-0.69342214,1.9229667,-0.9033777,1.7157314,-0.7149172,-0.84940493,9.682075,-1.1392012,-0.4314124,-1.16355,-0.6869498,-0.7450152,0.21923055,-0.5201406,1.9412831,0.8638515,-1.2208521,-1.211153,0.48118326,-0.8207352,-0.09611028,-0.9876586,1.6397344,-0.24080169,-0.45505875,3.6049874,-0.332248,-0.55701315,1.224533,0.015644576,1.3781443,-0.21210071,-0.01396014,-0.86941403,0.89419055,-0.87541145,1.8899649,2.0940242,4.1154766,-0.77035946,-0.74534947,-0.043566186,-0.95604956,3.893956,1.8520951,1.1585028,1
1.3920019,2.1649761,-0.62962687,4.0563416,1.4986465,0.26421052,4.060515,0.12626646,-0.43005317,-0.3664906,-0.7633627,1.2183964,0.5411198,-0.2705578,-0.033209115,2.716402,0.5554988,4.2928753,0.7541149,0.2875346,8.568283,-0.32917076,0.5712738,-0.849332,0.3442429,0.6947011,0.13813461,0.077764824,2.5246994,0.24405274,-0.57531935,0.67003673,1.5261497,0.00888106,-0.13083458,0.7612602,2.020289,-0.5075678,0.7965608,2.8128805,0.51886296,2.6760325,2.3841498,2.9555159,1.0841119,-0.029463131,1.9101722,0.025203982,-0.49974534,-0.38262293,0.43256736,2.9926915,4.708774,-0.96413976,-0.2264964,-0.31010693,-0.33571354,4.9564695,3.7585263,1.4971727,1
0.5930558,2.169318,-0.46633267,3.636463,1.0705918,-0.61020195,3.1278226,3.0093415,0.2589272,0.839176,-1.0703984,0.4182069,-0.41622686,0.17193225,0.6609264,3.1251652,0.58742803,3.539763,2.1481886,0.453465,8.66765,-0.8653751,0.49980906,-0.023134487,0.15753795,0.49124125,-0.27625453,-0.07771544,1.6068702,0.12064611,-0.6565903,0.97026354,1.9684975,-0.3122894,-0.3105206,1.3661416,0.9690957,-0.5334213,0.7219876,1.8982482,0.340643,3.0700371,4.25506,0.48170084,0.7089738,-0.10607408,2.0208755,-0.24069077,-0.7060375,0.054404136,0.31774935,1.88188,4.601943,-0.5816222,-0.18010627,-0.9148062,-0.09376651,4.279206,4.663424,0.9259366,1
-0.52897835,0.77802646,-0.9305554,2.4366317,-0.562406,-0.55923444,2.4863553,-0.9653313,-0.85150635,-1.036255,-1.1459384,0.00768898,-0.39733663,0.08221984,-0.929986,0.9210035,-0.47710854,1.4809922,-0.57989204,-0.9554395,9.662472,-1.1239481,-0.79346627,-1.2451242,0.13836502,-0.73896277,-0.28842476,-0.89300317,2.1376595,0.6219493,-1.004203,-1.1965355,0.5868079,-0.871846,0.6972504,-0.06613967,1.4789205,-0.52164435,-0.059929214,3.0999792,0.019760473,-0.49144372,1.6945324,0.16154481,1.0959352,-0.7441883,-0.044619396,-0.9434019,0.6626864,-1.0307633,1.8565892,1.6116676,3.4786432,-0.7963175,0.14810272,-0.40474492,-0.75447226,3.5052602,2.443478,1.8850075,1
0.094179936,1.9778097,-0.16823444,1.6323636,0.8880701,-0.16350083,3.1924655,1.2360498,1.5685601,-0.74505115,-0.8209057,0.12807252,0.1858798,0.31443667,-0.5174408,1.1148278,0.8563791,1.7011616,0.6695214,-0.34764972,8.998449,-0.8232288,0.70777637,-0.19087295,-0.4443777,1.1901804,-0.08447557,-0.91397774,1.0164611,-0.24379821,-0.34056327,0.4074016,2.2729056,-0.5568885,-0.03851154,0.35929638,2.300854,-0.0049103294,-0.0063570007,1.9837275,1.3353447,1.4041284,3.4096522,0.062064853,1.471352,-0.15153746,0.9796944,-0.25949818,-0.27254844,-0.5373003,1.815122,1.4001248,4.332297,0.5448105,-0.4191741,-0.63936317,-0.29335856,3.8862064,4.0119605,1.0967987,1
-0.9560378,2.0978775,-0.64523846,2.7335846,1.8703332,-0.71297574,2.5460079,2.2289805,1.8529098,-0.59075695,-0.7272948,0.29785058,-0.39769405,0.45017752,0.7614377,2.8663776,-0.33150652,1.7967653,-0.013632696,-0.8176819,8.964528,-1.0477346,0.67057776,-0.6395208,-0.22801813,0.8789351,-0.33226115,-0.86846375,0.8452114,0.35124645,-0.4776831,1.1118174,-0.33822793,-0.6535634,0.055995915,1.2129037,1.6007965,-0.50410825,1.0927031,2.584914,-0.7447858,0.034756385,3.9732912,-0.34016025,1.5165108,-0.17213203,1.3012427,-0.0177176,-0.926959,-0.2308764,0.19366184,1.9979289,4.1336412,0.4353033,-0.12149305,0.24555369,0.60740983,3.6044872,2.6317391,2.1088367,1
0.9763533,5.994318,1.9644817,3.209721,3.1662695,-0.715028,2.6010077,2.4404287,3.676493,1.4812354,0.69830793,-0.5737858,2.474778,-0.9199778,-0.6046614,3.2247803,2.337635,5.6676145,3.9930186,0.6866282,6.4633102,0.12311878,-0.13422763,0.73788106,1.5717922,3.8814595,-0.9775894,-0.13793467,0.4795857,-0.78324205,3.2392204,2.1530876,4.0881414,1.7942398,-0.21192887,3.2008104,2.6961792,-0.40931892,0.13923912,1.6790365,0.58532256,3.9553971,7.474598,2.3114004,0.10207924,-0.53570837,5.376549,2.7881212,0.44553268,-0.028562818,-0.8669845,2.3408337,6.4982743,0.12616369,1.6544138,0.002954436,-0.39764547,5.1295714,6.0904713,4.401427,1
0.74390024,4.165928,-0.039136466,4.02715,0.20734052,-0.5047014,3.5095603,2.0523534,0.7474913,0.40225482,-0.89860505,-0.15539956,0.58540887,-0.14687644,0.2882824,1.47563,0.1269892,3.5333374,2.89544,-0.417309,8.526407,-0.8576689,0.4842537,0.22834955,1.6136321,1.2432162,-0.7787391,-0.10630855,1.1191394,-0.0016972331,0.6582301,0.80531657,2.3190355,-0.010287747,0.25494725,1.5259169,1.1453155,-0.69061995,0.76762134,2.3597338,-0.16923007,1.4579351,5.5199885,0.9678371,0.95906395,-0.6794569,1.9255693,0.9929892,-0.8742162,-0.14483209,0.066028565,2.6689076,4.2289248,-0.109852046,0.20017701,-0.5108529,-0.6339154,4.739127,4.1485434,1.3860284,1
-0.09631124,4.2442923,0.4994735,2.9027157,3.4171581,0.34176928,2.2720938,2.6251333,2.7846751,0.89794695,0.68422663,0.25366768,1.0612642,-0.21064879,2.008424,3.2833495,1.3290194,4.1797733,2.439618,0.38055882,6.484892,-0.46876818,-0.12896742,-0.16202486,0.6553153,2.7382047,-0.21977995,0.32802144,0.4994578,-0.20773911,1.0434383,1.4200176,1.2436606,-0.004412987,-0.7852373,2.820548,2.055552,-0.5349237,2.143044,1.8238281,0.4896056,2.684658,5.957275,0.96319413,0.6885235,-0.09971668,2.180457,2.4249227,-0.38136306,-0.15766473,0.16092885,2.7203526,5.4223194,0.24270023,2.1268318,0.73107463,1.8190819,4.584262,4.8474317,4.2176595,1
0.29884502,3.4213307,-0.03333344,2.1108518,1.9406548,-0.68079436,2.017997,2.6872308,1.6651763,3.0902452,-0.5512548,-0.040404763,0.007081007,-0.4494774,1.204859,3.7341278,1.7597119,3.6207983,1.9966613,0.2730115,8.499703,-0.54917526,0.27871343,0.30661163,0.5696813,2.4003506,-0.7109338,-0.27533588,0.8082101,-0.68255603,1.4232584,0.45347065,2.0128298,-0.18614578,-0.21864156,1.3799628,1.7704026,-0.6123282,2.226325,2.053593,0.5053953,1.8240598,6.2693024,-0.102698624,0.33284202,0.17341392,3.3033776,0.8880276,-0.6354315,-0.27888685,-0.040209115,0.8929568,5.5230546,0.06400678,1.468705,-0.33049175,2.6370423,5.3189545,4.0446396,3.1650665,1
0.14342934,4.646645,-0.39577168,2.3727312,1.6308026,-0.9000889,2.5112898,3.7773914,2.3288743,1.992396,-0.33442432,0.43270493,0.07148259,-0.6071399,-0.4423007,2.592689,-0.14697726,5.1936626,1.7402141,1.4225825,7.8884144,-0.7251563,0.058069494,0.6741983,-0.07180336,2.4726536,-0.7206316,-1.041569,1.0406065,-1.2530501,1.3830626,1.6309161,5.326835,-0.120397605,-0.419652,0.7967224,2.8776534,-0.75302005,0.10392846,0.9936743,0.81713563,3.2824628,6.463258,0.012744496,-0.3573322,0.29667556,5.5579176,-0.30646756,-0.8796597,-0.97251415,0.13693766,1.4892112,7.52576,-0.61157376,0.5771496,-0.73023796,1.1154858,6.310613,3.7054749,4.371418,1
0.50766355,5.683264,1.550082,2.692189,2.309465,-0.7523205,2.0333347,2.381017,3.1880753,2.1142933,0.37079173,0.09246941,0.7638311,-0.7028652,0.40795162,2.7629576,0.70748633,5.5821576,4.108428,1.9302505,4.674036,-0.07677634,-0.32235214,0.9385051,0.97985417,3.8817523,-0.54867357,-0.59878975,0.4367016,-1.1059502,2.3443234,2.5661962,5.3041615,-0.18589827,-0.66695225,2.7141788,2.959622,-0.67350876,0.6630819,0.8834251,0.6920216,3.721871,6.9507437,-0.12279202,0.5896643,0.09765263,4.9722776,2.4301589,-0.5861086,-0.53903085,-0.75171065,1.4474235,6.7299604,0.18284817,0.5849388,-0.97935736,1.8390453,6.386244,4.717784,4.5353513,1
-0.19679964,6.325798,0.9053459,2.4760597,4.014375,-1.0026304,2.7015593,4.6094937,3.899917,3.491296,0.71246517,-0.98624015,2.7165594,-0.47577745,0.11188663,3.9612653,1.7584339,5.623249,4.1040425,1.0562749,3.882163,-0.17139551,-0.39264435,1.475471,-0.32366014,4.2948036,-1.2915537,-0.33884466,-0.54264665,-0.9722313,2.8485882,2.884372,3.8152335,1.4994333,-0.8276842,3.7051091,1.9141985,-0.68478936,0.6090273,1.785783,2.0121338,5.0139527,7.757411,1.4321346,-0.3845046,-0.68709457,6.191655,2.9373033,-0.56359994,-0.16193363,-0.6963343,1.7229681,7.2579975,0.49092892,1.7715014,0.13700332,1.1960537,5.4360795,6.225563,5.2362432,1
0.78053695,5.06143,0.6672903,3.3811686,1.8758781,0.030558059,2.6064568,2.8796895,1.1918484,3.2425933,-0.27863348,-0.7950467,1.4123421,-0.6797067,1.1809566,2.9925275,1.945879,3.42329,3.3607557,0.07718525,7.5720725,-0.58733857,0.34263295,0.9506684,0.030178828,2.6960886,-0.9059282,0.44373846,0.32152143,-0.7163431,0.95102227,1.9980782,3.5150626,0.4870966,0.31778005,2.5725303,2.4493725,-0.6464327,2.0182154,1.9807191,1.245619,4.2010074,6.150644,0.71709603,1.0792779,-0.9025958,4.748701,0.8552111,-0.8096294,-0.55836666,1.4679223,1.6482515,6.3536563,0.41655794,1.9910362,-0.0686604,2.168556,5.619462,5.111826,4.1579366,1
-0.3166452,4.8673573,-0.59108996,1.6644726,4.067122,-1.0594682,2.7910888,3.7769423,1.4703459,2.3939288,0.32671684,-0.9327774,1.5814304,-0.89579505,0.77487266,3.3017595,2.8232145,3.3962834,2.0139947,-0.44997117,8.18547,-0.788627,-0.11401123,-0.45871788,-0.10763586,1.7321643,-0.7189335,-0.50916266,0.3747504,-0.13209447,1.4537402,1.5799284,3.4236238,-0.064657204,-0.22313459,3.6297836,1.134861,-0.93176234,2.2009113,1.6456517,1.7931606,2.248843,7.1319695,0.9082613,0.14631061,-0.6991395,4.2819633,0.051758386,-0.9203907,-0.67522055,1.1696966,0.93259484,6.269834,-0.6625356,1.8547257,-0.07439499,1.7880342,4.784456,5.4921775,4.3629236,1
-0.9957747,4.9108996,-0.6179004,1.9383279,3.8867195,-0.59799004,3.2187638,3.324352,3.1026392,1.7521676,0.56916535,-0.78787553,1.1496706,-0.8126658,2.253733,4.338932,2.5927355,3.6839097,2.2234225,-0.74160546,6.834139,-0.40065932,-0.15949132,-0.32272166,0.43815053,3.450186,-0.9411823,-0.3498509,-0.5226026,0.096410304,2.6042697,2.4539614,0.44575185,-0.27607846,-0.0859151,3.0696466,0.95993626,-0.70600885,2.2107449,1.8561906,0.19058803,0.75209254,7.2633805,0.38930237,0.38077274,-0.8791564,2.9868698,2.1620731,-0.9832082,-0.11091526,0.3040676,1.1860013,5.470759,-0.3453832,1.9950018,-0.024172336,2.9408948,4.1761794,5.0886655,4.3439064,1
1.1624008,2.209182,-0.5971586,2.7678382,-0.48875675,-0.8861715,3.3805196,0.48126277,-0.15401094,-1.0140305,-1.0779252,1.3445045,0.75992036,-0.04216648,-0.8977011,0.03055197,-0.5665912,3.018237,0.4067016,-0.58270913,9.156812,-0.8625115,0.71982586,-0.5707543,0.17512074,0.56375045,-0.9767222,-1.1319122,2.5245733,-1.1552519,-0.5322398,-0.6032775,5.479246,-0.576078,0.5429657,-0.26056,3.5680614,-0.7512236,-0.16030003,3.2302785,1.5301627,1.9401858,2.893462,-0.54279345,0.77988106,-0.15501112,1.2680758,-0.5651963,-0.9724277,-1.056559,0.9713868,2.7767422,6.543214,0.5758508,-1.0883026,-1.0013188,-0.9914311,5.4341683,2.8534775,1.4057791,1
0.8486861,5.9113965,-0.6016982,2.0795028,3.5491164,-0.76382536,3.3619199,4.567382,2.4547892,4.242827,0.3598362,-0.407153,0.01867414,-0.8506522,-0.37673885,6.1199136,2.7787454,5.720936,4.2122035,2.0012078,5.699734,0.15958053,0.6473204,1.614192,-0.49055505,3.576429,-1.2060404,0.07637247,0.715328,-1.2373587,1.4231983,2.9844313,5.4790254,1.844687,-0.7731828,2.120311,3.2617543,-0.17401445,0.53844005,0.7065364,2.2469003,5.046243,7.3968124,1.4363688,-0.5440611,0.1485887,6.2152057,-0.17752652,-0.6196073,-0.64207655,-0.729236,0.8356416,7.314415,0.06888745,1.5589724,-0.8725857,3.1462736,5.9360213,5.9244833,3.4815807,1
-0.29317826,0.8156282,-1.1912789,4.1372313,-0.11473248,-0.68725765,3.8658593,-0.85370046,-0.93680143,-0.7582424,-1.0488602,0.8151597,0.038574964,0.16926733,-0.3751911,1.4893199,0.058775343,1.8510557,-0.23877239,-1.0252068,9.552693,-0.8126918,0.32938802,-1.2095616,0.29697734,-0.4254154,0.09604589,-0.84440184,2.3676,0.6831009,-0.9977353,-1.0097358,1.0551997,-0.7668233,0.7230577,-0.23056984,2.2730606,-0.6853842,0.6231807,3.744064,0.92640126,-0.41709906,1.606911,0.5950978,1.7256233,-0.06674458,0.0654476,-0.5413266,-0.82157683,-0.8939429,2.1782973,3.4324627,3.5791242,-1.1160469,-0.22386621,-0.40068614,-0.6243886,4.754469,2.0373232,1.0258881,1
-0.9841592,1.6734726,-0.62325084,3.0031033,1.1079922,-0.58370465,2.7345881,1.9274551,0.6152367,-0.35186937,-1.137216,0.5694441,-0.74110717,0.70249516,0.7720289,2.0490923,-0.45692325,2.7899766,0.086409345,-0.69591707,9.425014,-1.0473846,-0.5505575,-0.5530434,-0.23030908,0.7999346,-0.39468122,-0.8651303,0.26368687,0.85198134,-0.41901308,-0.6215884,-0.11713772,-0.58889574,0.14116716,0.34967154,1.4544798,-0.6497642,0.33065704,3.1001692,-0.55425555,-0.44158155,3.6708424,0.047401845,0.2936524,-0.11999864,0.6113744,0.3527092,0.4428603,-0.2696941,-0.20848349,1.5896345,3.799046,0.062236145,0.3774636,0.11094398,-0.10528639,3.8633528,3.0887783,3.6485603,1
0.6882989,6.129449,-0.40956238,1.463155,4.337746,-0.62131363,1.5685643,4.564778,3.4533606,4.2234635,1.0201069,-0.4437538,1.045064,-0.6971092,1.684367,5.1898456,3.2332737,5.8422694,4.8307905,1.6362461,2.9642854,-0.5842006,-0.2848787,1.5735143,-0.323272,4.3508415,-0.992762,0.22412378,-0.4390405,-1.2320908,2.3382404,3.320885,5.74482,1.3349967,-1.2024775,2.8765726,3.5686486,-0.8454972,2.359417,0.47733262,3.0418174,5.7327204,7.4461403,1.606702,-0.5288055,-0.27362773,6.3277144,2.0147266,-1.1052161,-1.0378634,0.936398,1.9863809,7.6499085,-0.26330286,1.9243338,-0.6487966,3.885623,7.0459256,6.30676,4.624762,1
0.47787285,4.105894,0.86869645,4.064326,0.82256573,0.09080881,2.8687937,1.182274,2.540993,0.19264461,-0.788857,0.87710655,1.0951593,-0.035203252,-0.06772385,1.3348473,-0.41199294,4.2208214,2.9224958,0.16426682,7.183584,-0.8851025,0.40248817,-0.15514003,0.702243,3.4283109,-0.50751984,-0.09930591,1.2317375,-0.7317641,1.3625187,1.8245317,4.603988,0.6863713,-0.0065378863,1.0654114,2.461591,-0.30177388,0.11281804,3.0636413,0.40974477,3.4879856,6.1812167,1.2355869,1.0124689,-0.37293127,3.528157,1.4166023,-0.5890138,-0.47242022,-0.04540573,4.209162,5.4294505,0.89351535,-0.5827135,-0.59075147,-0.25988835,5.8061204,4.729159,4.0981336,1
0.06916558,1.7170581,-0.74313045,4.3048506,-0.21739185,-0.038286,2.8119304,-0.37614113,-0.00018681884,-0.44145197,-0.42598268,0.65806913,0.022419406,-0.07212319,0.15221624,2.5139453,0.6808381,2.901147,0.9787085,-0.9430256,9.078143,-0.48087654,0.43386382,-1.094646,1.4134555,0.52013195,0.12573418,-0.2697026,3.0022204,0.095236056,-0.32044128,-1.1015844,1.6456198,-0.57081026,0.31696853,1.0220134,2.602577,-0.38998327,1.3316327,3.6434648,0.43475556,-0.014737469,2.5322032,0.22215664,2.5228007,-0.068807,0.15865691,1.0028068,0.2682317,-0.54324126,0.7397662,3.7249184,3.7340064,-0.015256721,0.79922885,-0.47454035,0.8051949,5.020196,1.8493611,2.487417,1
-0.24316989,6.2647777,1.6993651,2.6006093,4.521877,-0.5928306,1.8579704,4.2219377,3.0539973,4.149873,0.81679034,-0.85243696,2.4544673,-1.0035428,2.7651682,5.78903,3.9153414,5.6882443,4.7045636,0.32647696,4.227406,-0.5126275,-0.4265479,1.3488744,0.29585916,4.6347847,-1.0310905,0.98203474,0.33430427,-0.68693763,3.0281346,3.305947,3.6491582,0.4431061,-0.9193396,4.73099,1.6435162,-0.51460993,2.156404,0.34107062,1.4315888,5.008754,7.765999,0.8961576,0.27547783,-0.8605909,5.4068484,3.4195051,-1.0813894,-0.2260905,-0.61899287,1.1878048,7.0924263,1.6460934,3.2736392,-0.29399717,4.205951,6.1720805,6.2623034,4.980696,1
0.1858649,4.2392106,0.33926558,2.2060308,2.4376361,-0.91258395,2.2403476,3.7966242,1.6999024,3.009136,-0.7330227,0.13969111,-0.29156142,0.39600325,0.1455223,4.523008,2.1966379,5.088878,2.830873,1.6267194,8.579512,-0.67823136,0.39093837,1.082292,-0.023197033,2.6895716,-0.9234837,-0.17937613,0.18855706,-0.47057393,0.5060937,1.6675798,3.4364226,-0.10267735,-0.87665915,1.313114,1.2960615,-0.591344,0.9980549,0.70889056,0.9387874,3.7209609,6.49415,0.65987206,-0.037182413,0.5487216,4.711642,0.03755044,-0.58818275,-0.24980995,-0.18863702,1.1945087,6.655645,-0.040668324,1.0361037,-0.7879924,0.7354653,5.4922953,5.3210387,1.7444218,1
